text,reaction
এয়ারপোর্ট এ যত চোর আর প্রতারক আছে আমার মনে হয় কাশিমপুর কারাগারে ও নেই। ধন্যবাদ ম্যাজিস্ট্রেট মহোদয় :),happy
"যারা আমাকে নাস্তিক বলে গালি দিচ্ছেন ইনব্রক্সে তাদের বলি লাভ নাই কে নাস্তিক আর কে আস্তিক তার বিচার আল্লাহ্‌ করবেন,,, তোদের মত কাট মোল্লা দের কারনে আজ শান্তির ধর্ম ইসলামের যত বদনাম",disgust
"মাননীয় নিরাপত্তা কর্মীদের সৎ পথের ইনকাম যে হারে বাধা গ্রস্থ হচ্ছে আপনাদের জন্য ,একটু হট্টগোল তো করবেই ,তাই না?",happy
"আমাদের দেশে এ রকম মহান বেক্তিত্তের আর ও প্রশ্বাসক দরকার,সালাম আপনার মহত কাজকে,প্রতারক দের কোন শরত ছাড়া জেল খায়ালে সারা জীবন ম্নে রাখবে",happy
কি জঘন্য,sad
"প্রসঙ্গ রাষ্ট্রধর্ম ইসলাম নিয়ে একাত্তর জার্নালের গলাবাজি ও তথ্য বিকৃতি: গতকাল একাত্তর জার্নালে মুফতী সাখাওয়াত হুসাইনকে রাষ্ট্রধর্ম ইসলাম নিয়ে বিভিন্ন প্রশ্ন করা হয়। [ভিডিও লিংক: https://youtu.be/ZzeP7HQCqv8] তাঁর উত্তর শোনার আগেই বারবার থামিয়ে ভিন্ন প্রসঙ্গ ও ভুল তথ্য ছুঁড়ে বিভ্রান্ত করার চেষ্টা করা হয়। অনুষ্ঠানে যে তিনটি মৌলিক প্রশ্ন করা হয় তা হলো: ১. পৃথিবীর কয়টা মুসলিম দেশে সংবিধানে ইসলাম আছে? কোন দেশে? ২. রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? ৩. এরশাদ একটা মতলব নিয়ে এটা করেছিল, পরবর্তীতে বিএনপি ভয়ে তা বাদ দেয় নি। প্রথম প্রশ্নের উত্তরে মুফতী সাহেব মধ্যপ্রাচ্যের মুসলিম দেশসহ বিশ্বের অনেকগুলো মুসলিম দেশে সংবিধানে রাষ্ট্রধর্ম ইসলাম থাকার কথা বললে উপস্থাপিকা জোর দিয়ে বলার চেষ্টা করেন যে, ইন্দোনেশিয়া, মালয়েশিয়াতে তো নেই। আরো বলেন, ইরাক, ইরানেও নেই। মুফতী সাহেব মরক্কো, আলজেরিয়ার কথা বললে, সেগুলোও উপস্থাপিকা অস্বীকার করেন। অথচ আমরা দেখি: ১. মালয়েশিয়ার রাষ্ট্রধর্ম ইসলাম। ফেডেরাল কন্সটিটিউশনের প্রথম ভাগের ৩ এর ১ অনুচ্ছেদে বলা হয়েছে: Islam is the religion of the Federation; but other religions may be practised in peace and harmony in any part of the Federation. [দেখুন: মালয়েশিয়ার সংবিধান: http://goo.gl/svUNdA] ২. ইরাকের রাষ্ট্রধর্ম ইসলাম। সংবিধানের 2-2A তে আছে: Islam is the official religion of the State and is a foundation source of legislation: A. No law may be enacted that contradicts the established provisions of Islam. [ইরাকের সংবিধান: http://goo.gl/EY5wvY] ৩. ইরানের রাষ্ট্রধর্ম ইসলাম (শী'য়া মতবাদ)। সংবিধানের Article 12 -এ আছে: The official religion of Iran is Islam. [ইরানের মূল সংবিধান: http://goo.gl/Tp0T3Z; আন-অফিশিয়াল অনুবাদ: http://goo.gl/fzB1j6 ] ৪. মরক্কোর রাষ্ট্রধর্ম ইসলাম। সংবিধানে Article 6 -এ আছে: Article 6: Islam shall be the state religion. The state shall guarantee freedom of worship for all. [মরক্কোর সংবিধান: http://goo.gl/3y08p7] ৫. আলজেরিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 2 তে আছে: [State Religion] Islam is the religion of the State. [আলজেরিয়ার মূল সংবিধান: http://goo.gl/3CEtdC অনুবাদ: http://goo.gl/Htio6a] ৬. ইন্দোনেশিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 29 এ বলা হয়েছে Religion: (1) The State shall be based upon the belief in the One and Only God. (2) The State guarantees all persons the freedom of worship, each according to his/her own religion or belief. এক ও একমাত্র গডে বিশ্বাস ইসলাম ছাড়া অন্য কোনো ধর্মে নেই। [ইন্দোনেশিয়ার সংবিধান: http://goo.gl/QemKDm] এ ছাড়া আরো যেসব দেশে রাষ্ট্রধর্ম ইসলাম: Afghanistan, Algeria, Bahrain, Brunei, Egypt, Jordan, Kuwait, Libya, Maldives, Mauritania, Morocco, Oman, Pakistan, Qatar, Saudi, Arabia, Somalia, Somaliland, Tunisia, Turkey, United Arab Emirates, Yemen, Maldives, Pakistan, Saudi Arabia. [দেখুন: https://goo.gl/GWzkfE] অথচ কী সুন্দর গলাবাজি করে বারবার মালয়েশিয়া ও ইন্দোনেশিয়ার কথা বলা হচ্ছিল! দ্বিতীয় প্রশ্নে জানতে চাওয়া হয়, রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? আমাদের প্রশ্ন, রাষ্ট্রধর্মে ইসলাম থাকা- না থাকা যদি সমান হয়, তাহলে থাকতে এত সমস্যা কেন? তৃতীয় প্রশ্নের উত্তরে বলি, রাজনীতিটা মতলবেরই, মতলব ছাড়া কে কবে কথা বলে! বাকী মতলবটা জনগণের উপকারী হলো কিনা, প্রশ্ন সেটা। আমাদের পাল্টা প্রশ্ন, ৭২ -এর সংবিধানে কেন রাষ্ট্রধর্ম ইসলাম স্থান পায় নি? কেন সেখানে সেকুলারিজম জায়গা পেল? সেখানে কাদের মতলব ছিল? দেশের জনসংখ্যার কত পার্সেন্ট তখন সেকুলার ছিল? আমরা তো রোজা রেখে মুক্তিযুদ্ধ করার গল্প জেনেছি, নামাযে দোয়া করে যুদ্ধে বের হওয়ার দৃষ্টান্ত দেখেছি। তাহলে তাদের ত্যাগের এত অমর্যাদা কেন? == মাত্র ৫-৭ মিনিটের কথায় এত গলাবাজি আর মিথ্যার আশ্রয় নিলে কীভাবে হবে ভাই! সত্য দিয়ে মোকাবিলা করুন, যদি বুদ্ধিমান ও সাহসী হয়ে থাকেন!",sad
এই দেশে মনে হয় হিন্দুদের বিচার নেই তাই তো এমন অবস্থা,disgust
আমিন। আল্লাহ্ তুমি আমাদের সকলের ফরিয়াদ কবুল করো। আমিন,sad
আমাদের দেশের বিমান বন্দর গুলুতে যারা নিরাপত্তা প্রদানকারি তারাই আসল নিরাপত্তা বিঘ্নকারী। এই সব হারামীদের ফালাই দেয়া উচিত।,angry
আমি সত্যই জানতাম না যে মাত্র ২ জন Magistrate air port এ যাত্রী সেবায় নিওযিত ২ জন অফিসার যথেষ্ট নয়। salute to them... for their good work...,happy
নাস্তিকরা কমতেছে তো,angry
মন্ত্রী-মিনিষ্টার সবাই এয়ারপোর্ট এ কোন এক সময় ঝামেলায় পড়ছে/পড়ছিলো / তাদের আপন কেউ হয়রানি হইছে সুতরাং সেভাবে কোন ক্ষতি হবে না। দোয়া রইলো :-),happy
যাদেরকে ভেঙ্গে দিয়েছে তাদের নিজেদের অনূভূতিতেওতো আঘাৎ লাগেনি। মায়াকান্না দেখানোর কিছুতো নেই।,sad
পুলিশ অফিসারদের অসংখ্য ধন্যবাদ । job well done.,happy
Sir এই ভাবে ভয় পাওয়ানো লেখা লিখতে পারলেন ??দিলে কাপন মাইরা উঠছিলো,fear
যারাই করোব না কেন ভালো কাজ করে ছে ।,sad
চাচাতো ভাইয়ের লাগেজ ভুলে অফলোড করার জন্য কি চাচতো ভাই কোন কম্পেনসেশান পেয়েছেন?,happy
"অভিনন্দন বাংলাদেশ পুলিশ,",happy
আশাকরি সকল সরকারি কর্মকর্তা কর্মচারী মফিজুল ইসলাম ভাইয়ের কাজ করে দেশ এগিয়ে নিয়ে যাবে ইন্ সা ' আল্লাহ,happy
গ্রেট জব।। :),happy
এরা মানুষ না যারা ধর্মীয় অনুভূতিতে আঘাত করে,sad
এদের মানুষের জন্মা দিয়েনি।তা নাহলে এই সব কাজ করে। এদের কোন ধরমের মানুষ বলা হয়।,angry
"ব্যাটা G2G বুঝায়! অরে মোবাইল কোর্টে আইনা ভাই পিএল দেন। কত বড় বেয়াদব, অন্যায় করবে, আবার বলে তাদের আগে থেকে জানতে হবে! আমাদের ডলার কি নকল যে সাদা চাম্রা দেখলে স্যার ম্যাডাম, আর ব্রাঊন চামড়া দেখলে ইউ ব্লাডি পপোল! ২০১১ তে থাইল্যান্ড যাওয়ার সময় ইমিগ্রেশন অফিসার ফাপর নিতে নিছিলো! যেই ইংরেজীতে ২ টা লাইন বলছি, অম্নি ব্যাটা, আপনি জান।! ম্যাজিস্ট্র্যাট সাহেব, আপনাকে ধন্যবাদ দিবো না! জাস্ট এতটুক জানি, আপনি আপনার দায়িত্ব সঠিক ভাবে পালন করতেছেন। আপনি দুনিয়ার অন্যতম সুখী মানুষ! রাতে শান্তি তে খুমাতে পারেন! :)",happy
স্যার আপনার মত ন্যায়পরায়ন ম্যাজিষ্টেট কে দেখার বড ইচ্ছে। দেশে এসে দেখা করব ইনশাআল্লাহ।,happy
উনি আমার প্রিয় রাজনৈতিক ব্যত্তিত্ব,happy
"Rubayet Hossain ভাই,এই ধাচের লেখা নতুন কিছুই নয়,উনিই লিখেন।৪ বছর যাবত পড়ে আসছি অন্য কোথাও।",happy
ওদের জন্মের গন্ডগোল আছে।,angry
"ভালোই ত বড়মাপের নাস্তিকের পোলা ছিলেন,,,একসমায় মুহাম্মাদ সোঃ কে ব্যাঙ্গ করে,একজন বিচারপতিকে উপলক্ষ করে লিখেছিলেন চাঙ্গ মুহাম্মাদ",angry
শফিল রেহমানকে প্রবীণ বলে কোন ছাড় দেওয়ার কথা বলছেন মনে হয় অন্যথায় উনাকে পরিচয় করিয়ে দিতে এই বিশেষণ দরকার নেই।উল্লেখ্য যে রাজাকারদের বয়স কিন্তু এই গোলাপের চেয়েও বেশি ছিল তবুও ফাসি হয়েছিল।,disgust
খুব ভালো উদ্যোগটা,happy
ইমরান ভাই সারা দেশেইত এরকম হতেসে,sad
এই অসৎ লোক গুলো অনেক প্রবাসীর স্বপ্ন নস্যাৎ করে। কঠোর ব্যবস্থা নেওয়ায় ধন্যবাদ magistrate.,happy
পশুদের মানবতা আছে মানুষের নাই অসাধারণ এই বন্ধুত্ব এর তুলনা হয় না ।,sad
"অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক, কাফের, জারজ, নাস্তিক, আস্তিক, মালউন, আরো কত কি কি বলে???????",sad
ইমরান স্যার আপনার সব প্রতিবাদী বিষয় লেখা খুব মনোযোগ দিয়ে পড়ি।আমার একটা প্রশ্ন দেশে গনতন্ত্র নেই এই বিষয় নিয়ে কি আপনি ভাবেন?আমি চাই দেশে গনতন্ত্র ফিরে আসুক।,fear
"এই জগন্য কারিরা কিভাবি নিজেকে ধার্মিক বলে দাবি করে। আবার ধর্ম ও কেন তাদেরকে আশ্রয় দেয়। এটি কোন ধর্ম, যে ধর্ম মানুষে মানুষে ভেদাভেদ করে।।",angry
মালু রা তো কম জালাচ্ছে না মুসলিমদের।এদের কি করবেন ইমরান ভাই,angry
এবার সরাসরি মুসলিমদের বিপক্ষে অবস্থান নিলো একাত্তর টিভি। . একাত্তর টিভি সরাসরি রাষ্ট্রধর্ম ইসলামের বিরোধিতা করেছে এবং তাদের টিভি টক-শোতে একজন আলেমকে ডেকে এনে এমনভাবে অপমান করা হয়েছে যেন মুসলিমেরা এইদেশে সংখ্যালঘু। ভিডিওলিংকঃ কমেন্ট,sad
এর থেকে আনন্দের আর কি হতে পারে?,happy
ভদ্রভাবে এদের মতো *অস্রাব্য-বিশেষণ*দেরকে হ্যান্ডল করা আর সম্ভব বলে মনে হয় না। লাঠিপিটা করে summary dismissal করা দরকার এইসব অকাজের/কূকাজের 'সিকিউরিটি'দের।,sad
ধন্যবাদ। এই প্রথম এরকম একটা পোস্ট দেখে অনেক ভাল লাগল। মিডিয়া তো এসবে নীরব,happy
খানকির পো কত খাইছোচ,angry
এমন হুমকি এম পি মন্ত্রী সবাইকে দিছে দুর থেকে বললে কি হয়?,sad
ইমরান হলো একটা হিন্দু ওর হিন্দুর দরদ বেশি থাকার কথা,disgust
কিছুই করার নেই দাদা। জোর যার মুল্লুক তার :3,disgust
আপনারাই পারেন প্রবাসী দের মুখে হাসি ফোটাতে,happy
স্যার ওরাত ভদ্র ফ্যামিলীর খান্দানি চোর। ওদের কে বিল গেইট এর কোম্পানিতে কাজ দেওয়া দরকার । চুরি করেও টাকা কমাতে পারবেনা। আসলে কি স্যার হকিন্নীর —————————।,sad
আল্লাহ তুমি ইউসুপ ভাই কে সুস্হতা দান করো।তার পরিবার কে হেফাজত করো।এবং ভাই কে হায়াতে তাইয়েবা দান করুন,happy
আহারে ব্যাটা আযমের সাথে শফিকের তুলনা।একজন রাজাকার একজন সাংবাদিক,happy
নিতি বানান টা ও,sad
যারা এইকাজ করে তারা মানুষনা তারা জানুয়ার তাদেরকে দরে চিরীয়াখানায় দিতে হবে।,angry
"৭১যুদ্ধে কারা বেসি ক্ষতিগ্রস্ত হয়, আর এখনো কারা, তার মানেই স্বধীনতার ৪৫ টি বছর পরও সংখালগুরা স্বাধীন না।",sad
অভিন্দন বাংলাদেশ পুলিশ বাহিনী কে,happy
ভাই যেভাবে উপরে লিখেছেন ভেবেছি কোন শোক সংবাদ । আপনাদের এই কার্যক্রম যদি এইভাবে অব্যাহত রাখেন তাহলে আমাদের বিমানবন্দর গুলোতে আর কোন দুর্নীতি থাকবেনা ইংশাআল্লাহ ।,happy
"অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক, কাফের, জারজ, নাস্তিক, আস্তিক, মালউন, আরো কত কি কি বলে???????",sad
"মুসলিম হ‌লে প্রকৃত মানুষ হওয়া যায় , ন‌চেৎ না",disgust
ওদেরতো আরও অনেক বছর আগে ফাঁসি হওয়া উচিৎ ছিল।,angry
হিন্দু দের বুজা উচিত মুক্তি দিয়ে নিজেকে বাছোনো যাবেনা,fear
নিন্দাজনক কাজ,sad
প্রাকৃতিক সৌন্দর্যের লীলাভূমি বাংলাদেশ কিন্তু দুর্নীতি কারণে পর্যটন শিল্পে আমরা আজ মিয়ানমারের চেয়েও পিছনে ।,sad
এখন রূঢ় কথাগুলো বলার জন্য ম্যাজিস্ট্রেট মহোদয়দের কাছে ক্ষমা চাওয়া উচিৎ না আপনার??,angry
"পরিবর্তন শুরু হয়ে গেছে ,শুভ কামনা রইল",happy
ঠিক আচছে,happy
ছাত্রলীগ সেক্রেটারী কে গ্রেপ্তার করা হউক,fear
শাস্তি অনেক কম হয়ে গেল আরও বেশি হওয়া উচিত ছিল,sad
সালাগো টাকা আছেত তাই ইলিশ ঠাপাই।,angry
একেবারে সত্য কথা । ভারত vs বাংলাদেশের কথা কি আবার ও বুঝাতে হবে বন্ধুরা । ।,angry
আহ,sad
কঠিন শাস্তির ব্যাবস্থা করেন।,angry
#mahamud প্রেম বা ভালোবাসা কী খারাপ জিনিস ??,sad
এদের মত মানুষের জন্য চোরের জণ্য বাংলাদের এয়ারপোটের নিরাপত্তার দায়িত্ব ব্রিটিস কম্পানিকে দিতেহচ্ছে,disgust
এটার বিচার চাই।,sad
"কি করবো ভাতিজা এখন তো অস্তিত্বের বিষয়,জীবন মরন সমস্যা।চারদিকে যা দেখছি তাতে আশাহত হচ্ছি।",sad
মর তুই,angry
... নাম বাবা‌জি!,angry
কই মুয়াজ্জিন হত্যায় শাহবাগে দেখলাম না যে!!!!!!!!,disgust
ওই মসতিক দের শাস্তি ভয়াবহ মৃত্যু.... যুবলীগ মালেশিয়া.,sad
"এরা নাকি তাদের খোদা।খোদা যদি অন্যের হাত থেকে নিজেকে রক্ষা করতে না পারে, তাহলে সে খোদা হলো কিভাবে।",disgust
"এইডা কোন রুম চিনিতে পারিলাম নাহ,আগের টিভিটা আর ঘড়ি মিস করছি।ধন্যবাদ",sad
ইসলাম ধর্মের বিরুদ্ধে ষড়যন্ত্রের কারনে একাত্তর টিভির লাইসেন্স বাতিল করা হোক।,angry
"রহিমূল হক সাহেব, লেখাটা মনে হয় খুব ভালো করে আপনি পড়েননি, লেখার শেষের দিকে আমি কি বলেছি তা হয়ত আপনি বুঝতে পরেননি I ধন্যবাদ I",sad
"ধন্যবাদ, ভাই, ভালো লাগলো",happy
মুফতি সাখাওয়াত হোসেনকে ৭১ টিভিতে ডেকে যেভাবে অপমান করা হয়েছে তা খুব লজ্জাজনক।,sad
অভিনন্দন পুলিশ এবং গণমাধ্যম (ফেসবুক)-কে। শিশুটির জন্য দোয়া রইলো,happy
মি: ইউসুফ আপনি পৃথিবীর ভালো মানুষের একজন। এ ভাবেই থাকুন- বদলে যাবেন না। সুখি হবেন।,happy
এই কঠিন যুদ্ধ চালিয়ে যেতে হবে। ভয় পেলে চলবে না। এই দুর্নীতিবাজদের বিষদাঁত উপড়ে ফেলতে হবে।,angry
"অভিনন্দন আমরাও৷ কিনতু ধিক জানাই সে সব অভিভাবকদের যারা নিজেদের আনদে রেখে সন্তুানদের কথা ভুলে বেহাইয়া পনায় মেতে থাকে ৷ সবাইকে নতুন বছরের শুভেচ্ছা ৷ ভালো থাকুন, ভালো রাখুন ৷",sad
বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনার ছেলে সজীব ওয়াজেদ জয়কে অপহরণ ও হত্যা পরিকল্পনা মামলায় গ্রেপ্তার সাংবাদিক শফিক রেহমানকে সাত দিনের রিমান্ডে নেওয়ার আবেদন করেছে পুলিশ।,sad
এত দিন কোথায় ছিলিরে কালিয়া?,happy
"আপনাদের দেঁখে বিমান বন্দরের সকল কর্মকর্তাদের লজ্জায় মূখ ঢেকে রাখা উচিৎ ! বেশী দূর বলব না, আমাদের সবচেয়ে কাছের বন্দর ""কলকাতা"" । ঔ বন্দরটা দেখলে মনে হয়, একটি ভালো মানের বন্দর । ঘুরে আমাদের বন্দরে আসলে মনে হয়, আমি বিমানবন্দরে না,, স্থলবন্দরে আছি । """"আপনাদের আরও এমন কিছু উদ্যোগ নিন যতে বিমানবন্দরের কর্মকতা গুলো কোন অন্যায় কাজ করতে লজ্জাবোধ করে ও ভীত হয় । """" মঙ্গল কামনায়........আপনাদের এই অধ্যায় যেন সুদূরপ্রসারী হয় ।।",sad
জীবনের প্রথম বার তোমাকে সালাম জানাতে ইচ্ছা হচ্ছে ভাই,happy
এক নাস্তিক মূর্তি র জন্য কাদছে কেন??,sad
পুরনো খবর ।,disgust
"সি এস ও সাহেবের মনে রাখা উসিত.. কেউ ই আইনের উর্ধে নন.. তবে বুঝা গেল তিনি একটি সঙ্গবদ্ধ দলের নেতৃতে আছেন... ভবিষ্যতে ঝামেলা করতে পারেন.. সতর্ক থাকতে হবে, আমরা ও মনে রাখলাম",fear
"এই সেই লোক যে, রাজাকার শিরমণি গু আজমের পরিবার কে গায়ের জোরে ভি আই পি সুবিধা দিয়েছিল! https://www.youtube.com/watch?v=Wts4F0zk_8o",sad
প্রথমত আজকে আপনার কমপক্ষে ৩০% সমর্থন কমলো.. .. এরপর মনে হয় না আগামি কোনো কিছু তে আপণি সরকার এর অনুমতি পাবেন....,disgust
টেলিভিশন চেইঞ্জ :-D ঘড়িও। নতুন রুমে নাকি?,happy
(y) স্যার আগের টিভিসেটে একটা ভিন্টেজ ভাব ছিল,happy
যাই হউক বিমান তো চুরি হয়নি 😅,disgust
বাংলাদেশ ইসলামি রাষ্ট্র এখানে আবার পূজা কি পতিমা কি বাংলে কি হবে।,sad
এতো অভাব কেন ওদের মনে ? ছি ছি btw ইউসুফ সাহেব কেমন আছেন ? :D :),sad
শাহি জালাল বিমান বন্দরে যারা কাজ করে পরিছন্ন কমি সহ সবাই দুনিতিতে আক্রান্ত ।তারা ছিনতাই কারিদের চেয়েও ভয়ংকর।,fear
'আমি একমত।,happy
আসলে এজন্যই বলা হয়েছে কাফির মুশ্রিক রা কখনই আমাদের বন্ধু না যত ক্ষণ না আমরা তাদের মত হই।,fear
"আমি সাদাকে সাদা বলি, কালোকে কালো। একটা ভালো কাজের প্রশংসা করতে এতো ভাবনা চিন্তার কিছু নাই।",happy
"দারুণ দারুণ,",happy
হায়রে বাংলাদেশ পাকিস্তান অামলে ভালো ছিলো।সত্য কথা বলার জন্য যদি গুম হতে হয়। তাহলে এই দেশ স্বাধীন করে কোনো লাভ হয়নাই মা তোমার চোখের জল বিথ্যা যেতে দিবো না।,sad
ঝোপ বুঝে কোপ মারা ভালই শিখলেন #ইমরান এইচ সরকার#,disgust
ওখানে যে সব থেকে বড় মুর্তি সেই বেশি শক্তিশালী সেই ভা;চে.,angry
"ভাই, আপনার পেজে আসা অনেকটা নেশার মত হায়ে গেছে ! এই দুর্নীতির পাদপীঠ দেশে আপনাদের মত কাজ যদি অন্য বিচারকরা করতেন, তবে আমাদের স্বপ্ন পুরন হতো। Salute ! Keep up the good job !",happy
তর খেয়ে কোন কাজ নাই। তর এত দরত মুতির জন্য। ফাজিল তুই ভাল হইয়া যা।,angry
ভাল হয়েছে,happy
"ধন্যবাদ ভাই আপনাকে, আপনার এই নিউজটা প্রচার করার ফলে, যদি প্রচার না হতো তাহলে হয়তো শিশুটিকে খুঁজে পেতে খুব কষ্ট হতো। অভিনন্দন সেই পুলিশদের যারা নিজ দায়িত্বে শিশুটিকে কিছুক্ষণের জন্য আপন করে নিয়েছেন।",happy
সাব্বির রহমান Shuar ka Bacha,angry
সুন্দর চেহারার নয়-সুন্দর মনের কিছু ভালো বন্ধু চাই! যারা বন্ধু হতে চাও এড করো,happy
এদের চাকরি থাকবে না বাতিল?,sad
Thanks a lot # তৌফিক আহমেদ উচ্ছ্বাস,happy
"ধন্যবাদ,অনেক ভালো হয়ছে।",happy
ভগমান এর মাখা কই,sad
পরিবর্তন শুরু কেডিট আপনার ভাই,happy
স্যার চোরেরা কি তাদের অভ্যাস পরিবর্তন করতে পারে?এদেরকে সোজা বাড়িতে বৌয়ের কাছে পাঠিয়ে দিবেন।আপনারাই পারবেন ইনশাল্লাহ,happy
"অসাধারন,যে আলো শাহ্জালাল এ জল্ছে তা ছরিয়ে জাক সমগ্র বাংলাদেশে।নতুন বছরের এই প্রত্তাশা ঃ)",happy
এই ইমরান তুমি কি মোসোলমান না তুমি কেনু পতিমা জন্য এত মাতা মাতি করো যে এই কাজ করছে উততম কাজ করছো,angry
একদম ঠিক বলেছেন তয় গলাটা আর একটু টেনে ধরুন।।।,happy
"Dr. Imran H Sarker আপনি তাবলীগে গেছেন শুনে খুশি হইলাম,তবে এবার সময় করে ১চিল্লায় যান,তাহলে আপনার মাধ্যমে জাতি আরো বেশি উপুক্রিত হবে, ধন্যবাদ আপনাকে।",happy
সালা তুই তো একটা দালাল ইদানিং বিএনপি ও জামাতের দালাল হিসাবে কাজ করছিস,angry
আলহামদুলিল্লাহ্‌,happy
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক।,angry
আজ প্রথম আপনাকে follow করলাম।,sad
"যে সেনাবাহিনী নিজেদের নিরাপত্তা দিতে পারে না, তারা আবার দেশ রক্ষা করবে কি করে? না রাইফেল,আওরাত, রুটি র ব্যাপার।",angry
"আমি আপনার সাথে সহ মত প্রকাশ করছি,ওরা চাইবে একটা বিশৃঙ্খলা করে আপনাদের বাহির করে দিতে.প্লিজ প্লিজ আপনারা যাবেন না দেশে আসার শেষ ভরষাটা নষ্ট করবেন না.",sad
"আপনার বানানে কিংবা লেখায় আমি তো তেমন বড় কোন ভুল দেখছি না। অনেক শিক্ষিত ছেলেমেয়েরা এর থেকে বেশি ভুল করে। আর আপনার ভাব প্রকাশের ধরনও যথেষ্ট ভালই। Keep it up, dear !",happy
অামার জাতির কাছে জানতে চাই এরা কোন মানুষের মন আছেকিনা,sad
"তোদের মতো দালাল ৭১ যতদিন থাকবে ততদিন বাংলাদেশের উন্নতি হবে না, যারা ফ্যাশন নামে নগ্নতাকেই প্রাধান্য দেয়.......",angry
খুবই দুঃখের বিষয়।।,sad
ধর্ষন কারিদের বিচার এক্টাই তাদের পুরুষ অংগ কেটেদেয়া হক তাহলে ধর্ষনের ষংখা কমেযাবে আপনারা কি বলেন,angry
"সঠিক জায়গায় হাত দিয়েছেন, দুই একদিনের মধ্যেই গ্রেফতার হতে পারেন ইমরান বাবু মানবতাবিরোধী যুদ্ধাপরাধের মামলায়।",happy
"আমি স্বাধীনতার বিপক্ষে নই, কিন্তু সত্য কথা বললে যে স্বাধীনতার বিপক্ষে চলে যায় তা আমি জানতাম না # Kamrul Islam Rasel",angry
দারুন,happy
জীবনটা হলো একটা যুদ্ধ। টিকে থাকতে হলে রাজপথে লরাই করে টিকে থাকতে হবে।,sad
একটু শালিনতা বজায় রাখুন Md Arshad ভাই।,disgust
একেই বলে ভালোবাসা,happy
"এখনও অহরহ সিম কিনতে পাওয়া যাচ্ছে কোন রকম তথ্য প্রদান না করেই......শুরুটা এখান থেকেই করা উচিত,তবে সেই শুরুটা যদি হয় প্রশ্নবিদ্ধ তাহলে কোন বাঁধাধরা নিয়ম কিছুই করতে পারবে না।",sad
"বিচার করুন,বিচার করুন,তা না হলে আল্লাহ ছারবে না।",fear
আমি ম্যাজিস্ট্রেট মহোদয়দের স্বাধীনভাবে কর্মপরিচালনার পরিবেশ নিয়ে শঙ্কিত!,fear
ভালো কাজে বাধা আসবেই।তবু ও এগিয়ে যেতে হবে।go ahead pls....,happy
আপনাদের কর্মতৎপরতা দেশের মানুষের কাছে শ্রদ্ধার হয়ে উঠছেন। সরকারের প্রতিটি সেক্টরে যদি এমন হতো তাহলে বাংলাদেশ অনেক দূরে এগিয়ে যেতো। আপনাদের প্রতি কৃতজ্ঞতা জানালেও খাটো করা হয়। সবকিছুর উর্দ্ধে আপনাদের কর্মকাণ্ড। এগিয়ে যান। সবার দোয়া থাকলো।,happy
রাতের বেলা আবার কিসের সকাল।,angry
ইমরান শালা মুসলিম নাকি মালায়ন...?,angry
ঈপনি তনুর বিচার চাইলেও আপনার চাচাত ভাইয়ের চাননি কেনো ??,disgust
"স্যার, প্লিজ প্রবাসীদের আটকে পড়া মালামাল ছাড়ার ব্যবস্থা করুন। আমাদের কষ্টার্জিত টাকায় কেনা মাল এভাবে পড়ে থাকতে দেখলে মনে কষ্ট লাগে।",sad
"তোরা পারলে তার বাল ছির,মাগির পুতেরা।ঐ নাস্তিক শাহাবাগের জানোয়ারে বাচ্চা।জারজ সন্তান,তোরা",angry
যার বিয়া তার খবর নাই পাড়া পড়সির ঘুম নাই।ইসলাম রক্ষাই সহযুগিতা করুন।,disgust
বাংলাদেশের সব পুলিশ যুদি এমন হত তাহলে বাংলাদশ সোনার বাংলা হত,happy
শফিক রেহমান যদি সত্যই অপরাধি হন - তার সঠিক বিচার মহামান্য আদালত করুন। এই বাংলাদেশের মানুষ শান্তি প্রিয় । আর ইমরান সাহেব আপনার মনে যদি এমনই সৎ সাহস আর নিরপেক্ষ মনোভাবের উদয় হয় -তার জন্য বাংলা নয় শুধু বাংলাদেশের মানুষ আপনাকে salute করবে ।,disgust
অপরাধী বয়ষ্ক হলে কি মাপ পাবে???তিনি একটি হত্যা প্রচেষ্টার আসামী।,sad
"তোমাদের হিনদুর প্রতি এতো দরদ কেন,, তোমাদের বাড়ী কি ইনডিয়া না কি,,",angry
"আপনাদের অবস্থা হলো ষাঁড়ের আন্ডার মত,টিপ দিলে একবার এদিক আবাটর ঐদিক!",happy
